Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
2009-04-13,10,16.2,23.9,0.0,1.8,4.4,ENE,24.0,E,9.0,71.0,1016.4,7.0,22.1,No,No
2009-05-14,10,5.4,20.4,0.0,4.6,10.0,WSW,31.0,WSW,15.0,35.0,1016.6,3.0,19.2,No,No
2009-05-22,10,10.9,20.8,0.2,2.8,10.1,ESE,46.0,ESE,20.0,49.0,1015.4,3.0,20.4,No,No
2009-06-16,10,7.9,17.1,0.6,0.6,8.7,S,20.0,SSE,9.0,39.0,1020.3,2.0,16.6,No,No
2009-06-17,10,5.2,17.8,0.0,2.4,8.2,ENE,26.0,ESE,9.0,42.0,1024.3,6.0,17.6,No,No
2009-07-06,10,4.4,12.8,0.0,2.2,6.1,S,22.0,S,7.0,50.0,1019.5,4.0,12.4,No,No
2009-07-17,10,1.9,13.7,0.0,1.0,7.1,SW,15.0,SW,4.0,55.0,1021.4,7.0,12.9,No,No
2009-07-23,10,5.1,13.0,2.4,1.6,8.1,WSW,33.0,SW,20.0,49.0,1020.3,3.0,12.6,Yes,No
2009-07-24,10,1.2,15.5,0.0,1.6,10.3,ESE,20.0,ENE,4.0,38.0,1024.7,1.0,14.8,No,No
2009-08-10,10,6.2,21.4,0.0,2.4,9.8,NNE,43.0,N,13.0,16.0,1012.2,7.0,20.1,No,No
2009-08-19,10,4.9,21.3,0.0,4.0,9.4,NNW,24.0,NNW,9.0,21.0,1021.5,3.0,20.2,No,No
2009-09-11,10,6.5,26.0,0.0,4.6,11.3,NNW,37.0,NW,13.0,15.0,1018.8,0.0,25.6,No,No
2009-10-06,10,8.0,22.4,0.0,7.6,12.0,SW,41.0,SW,20.0,23.0,1018.2,4.0,21.1,No,No
2009-10-16,10,6.7,19.5,0.0,7.2,12.6,SW,44.0,SW,22.0,22.0,1018.6,2.0,18.9,No,No
2009-10-18,10,8.5,24.8,0.0,6.0,12.5,SW,35.0,SW,7.0,20.0,1023.8,0.0,24.2,No,No
2009-10-19,10,9.9,28.6,0.0,7.0,12.9,NW,30.0,SSW,9.0,13.0,1022.6,0.0,27.3,No,No
2009-10-29,10,16.4,31.2,0.2,4.4,8.2,N,44.0,NNE,19.0,30.0,1017.7,5.0,30.4,No,No
2009-11-07,10,16.6,29.2,0.0,10.6,11.5,ENE,41.0,E,17.0,33.0,1021.6,4.0,27.6,No,No
2009-11-11,10,19.8,36.5,0.0,10.2,12.8,NW,30.0,WSW,6.0,15.0,1017.9,1.0,34.5,No,No
2009-11-13,10,21.9,37.4,0.0,13.8,13.1,S,37.0,SSW,17.0,7.0,1011.0,1.0,37.2,No,No
2009-11-15,10,22.5,39.8,0.0,10.6,11.4,SSW,33.0,SSE,9.0,8.0,1007.9,1.0,38.0,No,No
2009-11-17,10,23.6,38.2,0.0,16.8,12.1,SW,43.0,SW,20.0,9.0,1004.6,1.0,36.8,No,No
2009-11-29,10,18.5,26.2,0.0,15.6,12.0,W,57.0,W,24.0,25.0,1005.4,1.0,24.5,No,No
2009-12-03,10,17.1,34.0,0.0,12.0,11.8,ENE,33.0,E,9.0,9.0,1015.4,1.0,31.5,No,No
2009-12-30,10,22.3,32.3,0.0,12.2,11.2,ENE,43.0,ENE,20.0,42.0,1014.6,7.0,30.8,No,No
2010-01-03,10,18.1,29.8,0.0,11.4,12.7,SSW,37.0,SSW,13.0,16.0,1013.0,1.0,28.1,No,No
2010-01-09,10,23.3,37.2,0.0,12.6,11.0,N,33.0,NNE,7.0,26.0,1015.2,3.0,34.8,No,No
2010-01-19,10,11.3,28.8,0.0,11.2,12.9,SSW,50.0,SSW,20.0,12.0,1011.2,0.0,26.5,No,No
2010-01-25,10,22.1,41.2,0.0,14.4,12.6,S,33.0,NW,17.0,8.0,1007.3,6.0,40.2,No,No
2010-02-19,10,17.5,30.7,0.0,10.4,12.4,E,41.0,ENE,9.0,39.0,1017.1,3.0,28.7,No,No
2010-02-28,10,21.6,31.6,0.0,7.4,0.1,S,28.0,SSE,4.0,30.0,1013.2,8.0,31.1,No,No
2010-03-06,10,20.7,30.5,2.4,2.0,7.9,NNE,22.0,ENE,9.0,52.0,1008.5,3.0,29.6,Yes,No
2010-03-08,10,15.1,26.7,0.0,4.2,11.8,NW,44.0,WNW,22.0,27.0,1011.6,1.0,25.8,No,No
2010-03-10,10,12.8,23.2,0.0,7.6,11.6,S,33.0,SSW,17.0,31.0,1022.4,1.0,21.5,No,No
2010-03-25,10,16.4,34.2,0.0,7.8,11.4,SSW,22.0,SW,7.0,13.0,1016.8,1.0,33.0,No,No
2010-04-14,10,7.9,22.9,0.0,3.8,9.2,WSW,20.0,SSE,9.0,26.0,1019.9,4.0,22.6,No,No
2010-04-17,10,14.7,27.4,0.0,5.8,11.3,ENE,31.0,N,2.0,31.0,1021.9,3.0,26.3,No,No
2010-04-23,10,17.1,29.9,0.0,4.6,10.7,N,31.0,NNW,13.0,32.0,1016.7,3.0,29.4,No,No
2010-04-27,10,9.6,20.5,0.0,2.8,3.9,N,17.0,WNW,7.0,34.0,1018.7,5.0,19.4,No,No
2010-05-08,10,6.6,22.4,0.0,3.6,10.6,SW,44.0,S,13.0,34.0,1020.4,1.0,21.7,No,No
2010-05-13,10,3.0,17.7,0.0,3.0,10.5,S,26.0,S,11.0,30.0,1020.8,0.0,17.2,No,No
2010-05-19,10,7.2,21.0,0.0,2.4,8.0,SE,20.0,SSE,6.0,26.0,1020.3,1.0,20.6,No,No
2010-06-06,10,7.2,13.8,0.0,2.4,8.2,SW,33.0,SSW,15.0,50.0,1021.7,2.0,13.4,No,No
2010-06-14,10,3.6,19.1,0.0,2.6,9.6,ENE,22.0,ENE,11.0,31.0,1028.7,3.0,18.1,No,No
2010-06-15,10,6.5,20.4,0.0,1.4,7.8,NE,28.0,NNE,11.0,44.0,1026.6,7.0,19.5,No,No
2010-06-21,10,10.0,18.0,0.0,0.6,4.4,SE,22.0,SSE,7.0,49.0,1031.3,7.0,16.3,No,No
2010-06-23,10,9.5,18.7,0.0,2.2,5.8,ENE,37.0,ENE,13.0,50.0,1029.2,5.0,18.1,No,No
2010-07-19,10,6.3,15.7,0.0,1.4,3.6,SW,31.0,SW,19.0,59.0,1018.1,7.0,13.9,No,No
2009-01-03,11,20.0,24.1,4.6,3.4,0.2,SE,35.0,E,19.0,59.0,1018.8,7.0,23.7,Yes,No
2009-01-20,11,20.2,28.5,0.0,5.4,8.0,NNE,59.0,NNE,39.0,60.0,1014.0,5.0,26.4,No,No
2009-02-05,11,20.1,29.1,0.6,5.6,10.9,NE,33.0,ENE,20.0,60.0,1008.7,1.0,28.5,No,No
2009-02-06,11,19.1,29.4,0.0,6.4,12.6,NE,39.0,NE,24.0,59.0,1011.4,1.0,28.4,No,No
2009-02-08,11,17.4,29.2,0.0,7.2,12.2,ENE,31.0,ENE,20.0,57.0,1010.2,1.0,27.3,No,No
2009-03-08,11,19.6,27.5,0.0,5.4,9.3,S,35.0,SSE,28.0,63.0,1015.0,3.0,27.0,No,No
2009-03-19,11,17.7,26.7,0.0,4.0,6.0,NNE,31.0,NE,24.0,66.0,1015.0,5.0,25.1,No,No
2009-03-23,11,16.1,25.8,2.4,3.8,11.1,SE,22.0,ESE,15.0,63.0,1016.2,1.0,25.1,Yes,No
2009-04-29,11,10.5,19.6,0.0,3.2,3.1,SW,41.0,S,19.0,71.0,1017.4,7.0,18.4,No,No
2009-05-25,11,13.8,19.5,2.8,2.8,0.2,E,26.0,WNW,13.0,81.0,1022.4,7.0,17.7,Yes,No
2009-05-29,11,13.8,19.8,1.4,2.0,7.1,SSW,50.0,S,31.0,70.0,1018.6,6.0,18.6,Yes,No
2009-06-05,11,10.5,21.5,0.6,0.8,8.2,SW,19.0,ENE,11.0,70.0,1012.2,3.0,20.5,No,No
2009-06-06,11,8.5,19.2,0.0,1.8,9.1,WSW,30.0,SE,11.0,48.0,1011.8,1.0,18.5,No,No
2009-06-27,11,10.8,18.0,0.0,1.2,2.8,SSW,39.0,S,20.0,68.0,1003.2,6.0,17.1,No,No
2009-06-28,11,8.6,19.5,0.0,1.0,8.4,SW,22.0,N,13.0,55.0,1005.1,3.0,18.4,No,No
2009-07-01,11,10.5,23.9,0.0,1.6,9.1,N,41.0,N,20.0,47.0,1005.1,2.0,23.5,No,No
2009-07-20,11,5.0,21.8,0.0,1.8,9.8,N,39.0,NNE,22.0,35.0,1022.4,0.0,20.2,No,No
2009-07-22,11,15.3,23.6,0.0,3.0,5.8,N,39.0,N,17.0,65.0,1012.6,7.0,20.0,No,No
2009-08-20,11,9.1,23.3,0.0,2.6,8.4,NE,35.0,NNE,28.0,60.0,1016.0,4.0,20.2,No,No
2009-08-29,11,12.7,26.2,0.6,2.8,6.3,N,48.0,N,28.0,49.0,1005.7,3.0,25.5,No,No
2009-09-03,11,12.2,23.1,0.0,3.4,9.0,NNE,52.0,NNE,37.0,54.0,1019.7,5.0,20.7,No,No
2009-09-05,11,14.8,21.2,1.6,2.8,9.2,S,44.0,SSE,20.0,53.0,1013.5,3.0,19.6,Yes,No
2009-09-15,11,11.4,23.6,0.0,4.0,10.2,NNE,54.0,NNE,37.0,66.0,1016.4,7.0,21.8,No,No
2009-09-18,11,16.2,26.2,0.0,6.0,9.0,SSW,43.0,NE,19.0,58.0,1013.9,5.0,24.6,No,No
2009-10-08,11,8.1,22.8,0.0,6.0,11.9,S,65.0,S,39.0,32.0,1013.7,1.0,22.3,No,No
2009-10-13,11,17.7,33.5,0.0,5.0,11.1,WNW,63.0,WNW,39.0,18.0,998.9,3.0,33.0,No,No
2009-11-21,11,20.6,30.0,0.0,5.2,11.6,NNE,54.0,NE,37.0,65.0,1007.3,0.0,28.1,No,No
2009-12-12,11,18.1,26.5,0.0,4.0,5.4,ENE,30.0,E,15.0,60.0,1015.4,4.0,25.5,No,No
2010-01-11,11,18.9,28.2,0.0,7.0,7.1,SSW,37.0,SSE,17.0,73.0,1016.1,2.0,26.9,No,No
2010-01-16,11,19.9,27.5,0.0,6.8,11.8,S,28.0,ESE,13.0,73.0,1010.5,5.0,26.0,No,No
2010-01-19,11,15.4,26.2,0.0,7.0,13.1,SE,41.0,SE,22.0,33.0,1008.1,1.0,24.5,No,No
2010-01-20,11,15.8,28.7,0.0,7.4,13.1,NNE,31.0,ENE,19.0,18.0,1009.2,0.0,27.5,No,No
2010-02-12,11,20.5,31.8,0.0,7.2,9.3,NNE,54.0,NNE,43.0,63.0,1009.4,1.0,28.0,No,No
2010-03-30,11,19.5,28.3,0.0,4.0,9.6,NE,44.0,NNE,31.0,68.0,1015.7,7.0,26.1,No,No
2010-04-14,11,15.2,24.4,0.0,5.0,10.5,SSW,35.0,SSE,15.0,44.0,1019.6,1.0,23.8,No,No
2010-04-22,11,14.1,25.3,0.2,1.8,10.5,E,20.0,E,13.0,66.0,1020.7,1.0,24.2,No,No
2010-04-23,11,15.1,27.5,0.0,2.8,10.4,NNE,35.0,NE,24.0,68.0,1018.0,1.0,24.7,No,No
2010-05-12,11,10.4,20.3,1.0,2.4,10.2,S,44.0,SSE,19.0,39.0,1014.2,0.0,19.7,No,No
2010-05-13,11,4.8,21.1,0.0,4.0,10.1,SW,30.0,WSW,9.0,26.0,1014.8,0.0,20.4,No,No
2010-05-24,11,12.3,19.9,5.0,2.6,0.2,N,28.0,NE,13.0,72.0,1016.1,7.0,19.1,Yes,No
2010-05-25,11,16.0,23.9,0.6,2.6,6.5,N,30.0,NNW,15.0,59.0,1005.7,4.0,23.5,No,No
2010-06-18,11,8.7,20.7,0.0,1.0,8.5,SW,33.0,SSE,13.0,48.0,1015.0,2.0,19.2,No,No
2010-06-20,11,5.3,19.0,0.0,1.8,9.5,SSE,19.0,SE,11.0,43.0,1024.2,1.0,18.4,No,No
2010-08-20,11,17.3,22.1,0.0,3.0,4.7,NW,35.0,W,9.0,45.0,1011.7,6.0,19.5,No,No
2010-11-07,11,12.4,23.2,30.8,6.4,9.5,NE,39.0,NE,30.0,68.0,1018.6,1.0,22.2,Yes,No
2010-11-24,11,17.1,24.9,6.6,6.0,11.4,ENE,35.0,ENE,26.0,51.0,1024.2,5.0,24.1,Yes,No
2010-12-21,11,9.6,25.0,0.0,6.8,13.0,NE,37.0,NE,28.0,46.0,1010.2,1.0,24.6,No,No
2011-01-21,11,18.9,27.0,0.8,4.0,8.7,S,30.0,ESE,17.0,62.0,1013.2,5.0,26.3,No,No
2011-01-25,11,19.9,29.1,0.0,5.2,12.9,NNE,57.0,NE,39.0,65.0,1007.2,1.0,28.3,No,No
2011-01-31,11,19.3,30.0,0.0,4.8,12.4,NNE,56.0,NE,39.0,63.0,1014.4,0.0,27.8,No,No
2011-03-11,11,19.1,28.6,0.0,5.4,7.7,NNE,50.0,NNE,35.0,65.0,1015.1,5.0,26.2,No,No
2011-03-30,11,18.0,26.3,15.6,3.0,7.4,ENE,28.0,ENE,20.0,62.0,1017.7,1.0,25.4,Yes,No
2011-05-06,11,14.6,22.0,0.0,5.0,8.9,SW,50.0,SW,24.0,46.0,1018.1,7.0,20.4,No,No
2011-05-07,11,8.9,21.7,0.0,4.0,9.9,SW,35.0,SSE,15.0,47.0,1014.9,3.0,20.6,No,No
2011-05-22,11,11.2,20.6,0.0,2.0,0.3,N,35.0,N,15.0,75.0,1017.9,7.0,19.7,No,No
2011-05-27,11,8.9,20.6,0.0,2.4,9.5,SW,31.0,SSE,19.0,51.0,1015.9,1.0,19.4,No,No
2011-06-07,11,5.3,19.1,0.0,2.2,3.8,SW,41.0,N,20.0,58.0,1014.4,7.0,17.3,No,No
2011-06-24,11,5.6,18.7,0.0,1.6,3.4,SSW,22.0,SSE,13.0,56.0,1024.9,3.0,18.4,No,No
2011-07-08,11,2.6,16.9,0.0,2.2,9.6,E,26.0,NE,15.0,45.0,1020.3,0.0,16.4,No,No
2011-07-18,11,9.2,19.2,1.0,1.2,8.0,SE,19.0,SSE,7.0,68.0,1015.1,5.0,18.2,No,No
2011-07-27,11,4.9,18.1,0.0,2.4,9.8,SSW,33.0,S,17.0,34.0,1024.5,1.0,17.7,No,No
2011-07-29,11,5.1,19.1,0.0,2.2,10.1,E,24.0,E,17.0,53.0,1024.3,1.0,18.4,No,No
2011-08-03,11,8.5,21.3,0.0,2.0,10.2,NE,37.0,NE,28.0,56.0,1024.0,0.0,19.7,No,No
2011-08-05,11,10.6,22.1,0.0,2.6,10.0,N,43.0,N,26.0,37.0,1024.5,1.0,20.9,No,No
2011-08-06,11,10.8,23.3,0.0,2.8,6.8,NW,33.0,NNE,22.0,62.0,1020.0,7.0,20.4,No,No
2011-08-17,11,11.1,17.4,1.6,2.2,0.5,N,54.0,N,26.0,66.0,1016.9,7.0,16.9,Yes,No
2011-08-18,11,14.6,19.0,0.8,1.4,6.7,N,52.0,SW,22.0,43.0,1011.2,6.0,16.5,No,No
2011-09-11,11,6.0,19.4,0.0,4.2,10.5,NE,26.0,ENE,15.0,37.0,1011.5,1.0,18.9,No,No
2011-09-20,11,13.0,29.4,0.0,3.0,10.8,N,63.0,NE,30.0,44.0,1006.7,1.0,26.4,No,No
2011-10-03,11,11.4,18.9,21.6,3.2,7.0,SSW,52.0,S,37.0,64.0,1018.4,7.0,17.3,Yes,No
2011-10-10,11,12.0,22.1,0.0,3.8,10.4,NE,30.0,NE,20.0,42.0,1007.6,3.0,20.6,No,No
2011-11-08,11,17.7,27.1,0.0,4.0,11.9,NE,56.0,NNE,35.0,58.0,1013.4,3.0,25.5,No,No
2011-11-10,11,18.3,31.5,0.0,5.0,7.7,NE,33.0,NE,28.0,62.0,1011.8,7.0,25.6,No,No
2011-11-11,11,18.7,23.7,0.0,5.2,2.2,SSW,41.0,S,24.0,72.0,1021.5,7.0,22.0,No,No
2011-11-17,11,20.6,24.9,0.0,5.0,3.5,SW,28.0,ESE,15.0,75.0,1016.9,7.0,24.3,No,No
2011-12-13,11,14.9,24.0,4.8,2.6,9.0,S,35.0,SSE,24.0,67.0,1006.5,4.0,23.3,Yes,No
2011-12-18,11,13.4,23.8,0.0,7.4,8.4,NE,31.0,NE,19.0,68.0,1016.9,6.0,22.5,No,No
2012-01-01,11,16.9,25.4,1.2,3.0,11.8,WSW,26.0,ESE,17.0,56.0,1015.9,1.0,24.1,Yes,No
2012-02-21,11,21.0,27.6,40.4,9.4,6.0,S,50.0,S,30.0,84.0,1007.8,7.0,23.4,Yes,No
2012-03-07,11,17.9,24.3,3.8,2.4,9.1,SSW,54.0,S,31.0,63.0,1011.4,5.0,22.7,Yes,No
2012-03-11,11,19.6,25.3,10.2,6.0,6.4,S,28.0,SE,15.0,60.0,1016.6,5.0,25.0,Yes,No
2012-03-16,11,19.3,26.9,17.4,1.4,10.2,NE,33.0,ENE,22.0,58.0,1012.6,1.0,26.0,Yes,No
2012-03-23,11,19.4,28.4,0.6,1.6,9.1,NNE,30.0,NE,17.0,60.0,1001.2,1.0,27.3,No,No
2012-04-05,11,15.4,25.6,0.0,3.2,9.5,S,28.0,SE,17.0,56.0,1018.4,2.0,24.6,No,No
2012-04-07,11,14.5,26.6,0.0,4.0,8.4,NNE,28.0,NE,17.0,62.0,1014.9,3.0,25.5,No,No
2012-05-19,11,8.3,21.7,0.0,2.2,9.7,ENE,19.0,ENE,13.0,52.0,1020.9,3.0,21.2,No,No
2012-07-04,11,2.9,17.5,0.0,1.8,8.4,SW,41.0,SW,20.0,41.0,1021.9,1.0,16.7,No,No
2012-07-31,11,9.2,17.7,0.0,3.8,9.7,S,44.0,SSW,22.0,43.0,1020.4,3.0,16.4,No,No
2012-08-01,11,4.0,17.0,0.0,2.6,10.1,SW,31.0,SSE,17.0,40.0,1018.3,1.0,16.2,No,No
2012-08-06,11,4.0,22.9,0.0,3.0,10.1,W,33.0,ESE,11.0,31.0,1014.7,0.0,22.1,No,No
2012-09-12,11,9.9,23.3,0.0,3.0,10.4,NNE,46.0,NE,30.0,74.0,1019.1,1.0,20.6,No,No
2012-09-25,11,13.0,20.7,3.4,3.0,9.6,SW,30.0,SE,17.0,49.0,1019.4,1.0,20.0,Yes,No
2012-10-02,11,13.0,21.5,0.0,4.0,10.9,SSE,46.0,SSE,31.0,52.0,1028.6,1.0,19.7,No,No
2012-10-16,11,11.4,25.8,0.2,4.4,12.1,NE,56.0,NE,41.0,57.0,1019.0,1.0,23.1,No,No
2012-11-06,11,17.8,25.6,0.0,6.6,12.1,NNE,54.0,NNE,35.0,61.0,1017.2,6.0,23.5,No,No
2013-01-16,11,17.0,27.6,0.0,2.0,12.1,NE,44.0,NE,30.0,60.0,1013.1,5.0,26.4,No,No
2013-04-02,11,17.2,25.4,1.0,3.0,10.2,WSW,28.0,E,15.0,63.0,1013.6,1.0,24.8,No,No
2013-04-17,11,14.7,22.8,7.6,0.4,6.8,SW,26.0,ESE,9.0,71.0,1013.3,7.0,21.9,Yes,No
2013-04-24,11,12.1,23.7,0.0,3.0,10.4,NE,24.0,ENE,15.0,55.0,1016.1,2.0,22.7,No,No
2013-04-30,11,15.2,25.4,0.2,3.2,10.3,NNE,33.0,NE,24.0,65.0,1022.0,1.0,24.2,No,No
2013-07-02,11,13.8,18.2,42.6,2.6,4.6,SW,52.0,SW,35.0,75.0,1018.0,6.0,17.5,Yes,No
2013-07-07,11,4.3,17.1,0.0,5.6,9.5,SSW,31.0,S,24.0,34.0,1026.3,0.0,16.3,No,No
2013-07-29,11,11.9,21.2,2.0,0.6,4.2,WNW,22.0,ENE,11.0,71.0,1023.6,7.0,18.6,Yes,No
2013-08-13,11,7.7,21.6,0.0,4.0,10.5,SW,26.0,E,13.0,25.0,1015.3,0.0,21.1,No,No
2013-08-20,11,8.8,18.6,0.0,3.6,10.5,SSW,44.0,SW,20.0,14.0,1011.5,1.0,18.0,No,No
2013-08-28,11,7.9,25.0,0.0,2.8,10.2,SSW,35.0,S,20.0,47.0,1019.1,1.0,22.0,No,No
2013-09-30,11,12.1,28.4,0.0,5.4,11.0,NNE,63.0,NE,39.0,63.0,1014.7,0.0,23.2,No,No
2013-10-09,11,9.7,24.3,7.0,5.0,11.3,NNE,39.0,NE,24.0,50.0,1018.2,1.0,22.5,Yes,No
2013-10-14,11,17.2,24.0,0.6,4.6,10.0,WSW,61.0,SSE,28.0,44.0,1013.4,1.0,21.5,No,No
2013-10-16,11,12.9,26.2,0.0,6.6,10.9,NNE,63.0,NNE,39.0,59.0,1017.1,4.0,23.5,No,No
2013-12-11,11,19.5,26.3,0.0,3.2,7.0,NNW,37.0,SSE,11.0,77.0,1005.9,8.0,23.5,No,No
2013-12-24,11,19.7,24.5,0.0,7.0,2.8,WSW,43.0,SSW,26.0,81.0,1016.4,8.0,22.2,No,No
2013-12-31,11,17.2,26.7,0.0,4.6,10.2,NE,33.0,E,19.0,61.0,1010.9,3.0,25.4,No,No
2014-03-05,11,18.0,26.1,0.0,4.0,11.2,NNE,39.0,NE,26.0,57.0,1016.9,1.0,25.2,No,No
2014-03-17,11,17.1,25.7,11.7,4.4,11.1,SSW,26.0,SE,15.0,45.0,1016.8,1.0,24.8,Yes,No
2014-04-02,11,19.1,27.1,0.0,4.0,9.7,ENE,33.0,ENE,24.0,66.0,1015.2,1.0,25.4,No,No
2014-04-09,11,17.0,25.2,0.0,4.0,9.6,SE,22.0,ESE,13.0,54.0,1017.7,2.0,24.4,No,No
2009-01-11,21,18.2,33.0,3.4,8.6,11.8,SW,76.0,NNE,13.0,37.0,1008.0,5.0,30.3,Yes,No
2009-01-15,21,20.5,36.1,0.0,12.2,13.2,NNE,43.0,NNE,11.0,24.0,1011.4,1.0,33.2,No,No
2009-01-23,21,21.1,32.1,23.0,1.6,6.8,NE,22.0,N,9.0,54.0,1008.7,5.0,31.2,Yes,No
2009-01-28,21,20.3,33.7,0.0,10.2,13.1,NE,41.0,ESE,15.0,36.0,1013.0,3.0,31.5,No,No
2009-02-01,21,19.5,35.1,0.0,9.8,11.8,ENE,48.0,ESE,17.0,32.0,1010.9,6.0,33.2,No,No
2009-02-05,21,22.1,36.8,0.0,9.6,12.6,NNE,35.0,SSE,17.0,29.0,1005.5,1.0,34.3,No,No
2009-02-12,21,16.1,33.4,0.0,10.2,12.3,NE,54.0,N,11.0,22.0,1007.6,7.0,32.1,No,No
2009-02-23,21,19.1,32.1,0.0,7.8,12.3,ENE,33.0,N,9.0,37.0,1013.4,3.0,31.2,No,No
2009-03-05,21,10.9,26.2,0.0,11.0,11.6,SW,57.0,SW,28.0,25.0,1010.5,0.0,25.3,No,No
2009-03-10,21,17.1,31.8,0.0,9.6,11.5,E,52.0,E,19.0,33.0,1012.7,3.0,30.9,No,No
2009-03-31,21,18.2,23.4,0.0,8.4,0.2,SSW,48.0,SSW,35.0,61.0,1010.6,7.0,21.9,No,No
2009-04-03,21,19.2,31.7,0.4,5.4,9.4,E,35.0,NE,13.0,36.0,1014.1,6.0,31.5,No,No
2009-04-06,21,14.3,30.1,0.0,6.8,11.1,WSW,30.0,SW,13.0,23.0,1013.5,2.0,30.0,No,No
2009-04-19,21,10.1,26.7,0.0,6.0,11.0,S,46.0,SE,24.0,29.0,1012.8,1.0,25.8,No,No
2009-04-25,21,13.0,25.2,0.0,5.4,10.1,WNW,43.0,WNW,24.0,31.0,1008.1,3.0,24.8,No,No
2009-05-17,21,4.5,20.6,0.0,4.0,8.2,SW,37.0,WSW,19.0,50.0,1016.2,7.0,16.7,No,No
2009-07-09,21,2.3,19.0,0.0,3.0,9.8,SE,28.0,SE,11.0,36.0,1023.1,3.0,18.3,No,No
2009-07-14,21,9.1,16.4,4.0,3.2,8.0,WNW,28.0,WNW,17.0,39.0,1009.8,3.0,16.0,Yes,No
2009-07-16,21,7.3,13.2,5.0,1.6,1.2,SW,50.0,SSW,19.0,77.0,1013.6,6.0,10.4,Yes,No
2009-07-24,21,-0.4,17.9,0.0,3.6,10.3,S,31.0,ESE,19.0,31.0,1022.2,1.0,17.6,No,No
2009-08-09,21,1.1,20.8,0.0,4.4,10.0,NNE,33.0,NNW,11.0,28.0,1017.8,6.0,20.1,No,No
2009-08-17,21,12.5,23.8,0.0,7.0,5.0,WSW,44.0,WSW,28.0,26.0,1017.6,5.0,21.7,No,No
2009-09-10,21,4.1,21.7,0.0,4.6,11.3,WNW,31.0,W,20.0,20.0,1016.9,1.0,20.9,No,No
2009-09-14,21,8.4,29.2,0.0,7.0,11.2,NE,31.0,N,7.0,20.0,1017.1,1.0,28.6,No,No
2009-09-15,21,10.5,30.0,0.0,5.8,9.4,N,37.0,NNW,17.0,16.0,1015.0,7.0,29.3,No,No
2009-10-09,21,6.6,24.4,0.0,8.0,9.3,SSW,37.0,SSW,19.0,13.0,1019.1,1.0,23.2,No,No
2009-10-18,21,8.4,27.2,0.0,8.8,12.0,NE,35.0,W,15.0,17.0,1020.9,4.0,26.0,No,No
2009-11-03,21,17.8,37.3,0.0,9.8,12.8,NW,39.0,WNW,26.0,8.0,1012.1,2.0,35.6,No,No
2009-11-21,21,26.7,42.2,0.0,15.4,12.7,NNE,50.0,NNE,19.0,15.0,1006.3,1.0,40.3,No,No
2009-11-24,21,22.8,34.9,0.6,13.0,12.1,NNE,48.0,NE,20.0,23.0,1016.4,7.0,33.1,No,No
2009-11-30,21,14.9,29.8,0.0,15.0,13.2,SSW,48.0,SSW,22.0,17.0,1005.6,3.0,29.2,No,No
2009-12-02,21,16.0,30.2,0.0,12.0,11.0,SE,35.0,S,11.0,20.0,1013.8,5.0,28.3,No,No
