Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17
2015-05-27,2,5.7,14.7,0.2,,,ENE,20.0,ENE,17.0,74.0,1022.3,8.0,14.0,No,Yes
2015-06-04,2,-1.2,9.9,0.2,,,NNE,17.0,ESE,11.0,76.0,1018.6,8.0,9.0,No,Yes
2015-06-15,2,1.8,14.0,0.2,,,ESE,17.0,ESE,6.0,70.0,1023.5,8.0,13.9,No,Yes
2015-07-10,2,3.3,14.2,1.8,,,NE,24.0,NNE,13.0,69.0,1017.2,8.0,13.0,Yes,Yes
2015-10-11,2,15.4,22.1,0.4,,,SE,37.0,NNE,11.0,76.0,1019.2,8.0,20.0,No,Yes
2015-11-01,2,15.0,27.3,15.2,,,WSW,57.0,NE,19.0,50.0,1006.6,8.0,26.0,Yes,Yes
2016-01-02,2,20.9,33.6,0.4,,,SSE,50.0,SE,17.0,30.0,1008.4,8.0,31.7,No,Yes
2016-05-26,2,6.9,14.1,15.2,,,W,31.0,WNW,15.0,84.0,1002.3,8.0,13.0,Yes,Yes
2016-06-04,2,9.8,14.9,11.6,,,SE,30.0,SE,15.0,92.0,1008.3,8.0,13.5,Yes,Yes
2016-06-06,2,7.2,12.3,1.2,,,W,31.0,NW,17.0,80.0,1004.0,8.0,11.6,Yes,Yes
2016-07-31,2,8.0,14.3,2.2,,,N,22.0,NE,9.0,76.0,1017.4,8.0,13.7,Yes,Yes
2016-08-30,2,7.8,15.3,0.0,,,N,37.0,SE,9.0,72.0,1020.0,8.0,15.2,No,Yes
2016-09-28,2,5.3,17.9,1.8,,,NE,31.0,NE,19.0,49.0,1007.4,,17.2,Yes,Yes
2016-09-29,2,11.1,14.8,20.6,,,WNW,56.0,N,24.0,59.0,993.1,8.0,13.9,Yes,Yes
2016-09-30,2,8.4,13.7,16.2,,,WNW,48.0,WNW,31.0,84.0,995.7,8.0,11.9,Yes,Yes
2016-11-11,2,7.7,26.9,0.0,,,E,24.0,NNW,6.0,35.0,1007.7,,26.5,No,Yes
2017-04-24,2,11.0,23.3,0.0,,,ESE,17.0,SE,9.0,59.0,1016.9,2.0,22.8,No,Yes
2009-02-13,4,14.3,21.1,1.0,,,ESE,44.0,SE,26.0,51.0,1024.7,,20.4,No,Yes
2009-02-14,4,14.6,18.1,21.2,,,S,30.0,SSE,15.0,92.0,1019.9,,16.5,Yes,Yes
2009-02-17,4,15.8,22.3,0.8,,,ESE,28.0,SE,17.0,61.0,1016.0,,21.1,No,Yes
2009-02-23,4,17.4,30.3,0.0,,,WSW,57.0,ENE,20.0,52.0,1011.8,,28.8,No,Yes
2009-03-25,4,15.0,33.1,0.0,,,SW,80.0,E,13.0,45.0,1016.7,,31.9,No,Yes
2009-03-31,4,17.6,21.4,3.2,,,SE,41.0,SE,19.0,87.0,1020.9,,19.3,Yes,Yes
2009-04-19,4,14.0,19.9,0.0,,,S,44.0,SSW,20.0,84.0,1019.0,,17.8,No,Yes
2009-05-19,4,11.4,21.4,1.0,,,ESE,30.0,E,17.0,51.0,1021.3,,19.8,No,Yes
2009-05-27,4,10.1,15.6,0.0,,,W,17.0,SW,7.0,99.0,1018.7,,15.1,No,Yes
2009-09-07,4,7.6,21.3,0.0,,,W,76.0,ENE,11.0,53.0,1000.6,,20.4,No,Yes
2009-12-17,4,17.7,42.5,0.0,,,N,57.0,N,41.0,18.0,1007.1,,40.3,No,Yes
2009-12-28,4,19.0,26.2,23.4,,,E,31.0,,,,,,,Yes,Yes
2010-01-13,4,21.6,33.2,0.0,,,SSE,48.0,SE,24.0,58.0,1010.5,,27.8,No,Yes
2010-02-14,4,21.3,26.7,20.8,,,SW,39.0,E,19.0,92.0,1003.9,,23.8,Yes,Yes
2010-06-23,4,8.4,15.2,0.0,,,WSW,19.0,SSW,9.0,98.0,1034.9,,13.0,No,Yes
2010-07-24,4,4.6,18.7,0.0,,,E,22.0,E,6.0,46.0,1027.5,,17.2,No,Yes
2010-08-02,4,5.0,14.9,0.0,,,WSW,67.0,WSW,30.0,47.0,1012.7,,13.8,No,Yes
2010-10-02,4,10.1,19.5,0.0,,,ENE,61.0,ESE,19.0,88.0,1028.4,,14.6,No,Yes
2010-11-08,4,12.6,30.2,0.0,,,SW,59.0,NE,20.0,73.0,1014.3,,20.7,No,Yes
2010-11-10,4,16.7,28.2,0.2,,,WSW,63.0,SSW,37.0,82.0,1017.5,,19.3,No,Yes
2011-01-23,4,17.6,32.4,0.0,,,ENE,33.0,,,,,,,No,Yes
2011-06-13,4,9.4,13.9,0.0,,,SSE,31.0,E,9.0,94.0,1022.2,,13.4,No,Yes
2011-09-25,4,11.2,16.1,22.2,,,S,37.0,SW,7.0,100.0,1021.2,,11.7,Yes,Yes
2011-10-07,4,12.3,21.9,1.6,,,N,20.0,N,13.0,73.0,1009.8,,20.6,Yes,Yes
2011-10-08,4,14.7,21.3,5.4,,,SE,22.0,S,9.0,99.0,1009.4,,17.1,Yes,Yes
2011-11-25,4,13.4,19.6,7.8,,,ESE,26.0,E,15.0,90.0,1020.0,,18.1,Yes,Yes
2011-12-11,4,14.5,28.1,0.0,,,WNW,39.0,N,13.0,90.0,1002.5,,20.6,No,Yes
2011-12-12,4,15.9,19.7,15.2,,,S,33.0,SE,9.0,82.0,1006.3,,18.9,Yes,Yes
2012-01-16,4,16.8,25.6,10.6,,,N,48.0,E,7.0,82.0,1021.7,,22.4,Yes,Yes
2012-03-04,4,16.8,28.2,1.8,,,NNE,24.0,ENE,6.0,63.0,1009.6,,27.8,Yes,Yes
2012-03-28,4,16.9,23.7,0.0,,,ENE,20.0,NNE,7.0,66.0,1020.2,,22.6,No,Yes
2012-04-17,4,14.1,20.9,0.0,,,S,37.0,S,19.0,69.0,1021.0,,20.2,No,Yes
2012-04-18,4,16.0,19.4,31.8,,,E,33.0,SSE,2.0,100.0,1018.6,,18.0,Yes,Yes
2012-06-02,4,11.7,16.8,0.6,,,ENE,13.0,ESE,6.0,97.0,1018.9,,14.3,No,Yes
2012-07-10,4,3.3,13.8,0.0,,,NE,9.0,,0.0,83.0,1021.5,,13.4,No,Yes
2012-11-07,4,18.5,26.5,0.2,,,NE,22.0,NE,4.0,56.0,1009.6,,25.7,No,Yes
2012-11-16,4,16.3,17.5,1.0,,,SSE,20.0,ESE,4.0,81.0,1011.0,,17.3,No,Yes
2013-01-28,4,20.0,22.4,6.8,,,NE,43.0,ENE,9.0,100.0,1008.1,,21.3,Yes,Yes
2013-01-31,4,19.2,33.0,0.4,,,E,31.0,NNE,13.0,51.0,1007.0,,31.6,No,Yes
2013-03-02,4,14.5,20.5,18.0,,,SSE,43.0,S,26.0,73.0,1021.4,,19.3,Yes,Yes
2013-04-09,4,12.7,23.5,0.2,,,SE,30.0,ENE,9.0,72.0,1024.0,,21.6,No,Yes
2013-11-16,4,13.7,22.3,3.0,,,SSE,43.0,SE,20.0,55.0,1013.9,,21.4,Yes,Yes
2014-03-01,4,17.0,20.4,5.6,,,ENE,22.0,N,6.0,96.0,1019.4,,19.8,Yes,Yes
2014-04-24,4,9.6,29.1,0.0,,,WNW,31.0,NW,20.0,28.0,1011.2,,28.9,No,Yes
2014-06-10,4,10.2,16.2,1.2,,,WSW,22.0,WSW,9.0,87.0,1027.7,,15.2,Yes,Yes
2014-08-17,4,10.6,16.1,27.0,,,WSW,35.0,W,13.0,100.0,1004.9,,13.7,Yes,Yes
2014-08-19,4,11.5,17.5,18.4,,,SW,61.0,SSE,26.0,75.0,1017.3,,13.4,Yes,Yes
2014-08-25,4,6.9,21.1,0.0,,,E,28.0,E,15.0,62.0,1021.7,,18.2,No,Yes
2014-12-07,4,17.7,29.9,44.0,,,W,52.0,ESE,17.0,53.0,1002.7,,28.5,Yes,Yes
2015-01-27,4,16.4,19.2,9.6,,,ESE,22.0,SSE,13.0,98.0,1012.4,,18.5,Yes,Yes
2015-04-19,4,15.4,23.4,6.8,,,SW,44.0,SE,17.0,66.0,1019.3,,18.9,Yes,Yes
2015-04-25,4,10.1,24.0,0.0,,,WSW,50.0,SW,7.0,83.0,1004.7,,18.2,No,Yes
2015-07-11,4,0.5,18.3,1.6,,,NW,59.0,N,7.0,61.0,,,17.7,Yes,Yes
2015-09-17,4,8.4,20.3,0.0,,,SSE,35.0,SSE,19.0,61.0,,,17.7,No,Yes
2015-10-12,4,13.7,31.9,10.0,,,W,50.0,SSE,9.0,41.0,,,29.5,Yes,Yes
2015-11-04,4,16.1,18.5,1.0,,,E,43.0,ESE,13.0,100.0,,,17.7,No,Yes
2016-01-28,4,20.1,31.5,0.0,,,SSW,102.0,E,4.0,58.0,1003.7,,30.1,No,Yes
2016-02-03,4,15.2,32.3,0.0,,,ESE,28.0,NNW,6.0,45.0,1001.0,,31.3,No,Yes
2016-02-20,4,21.7,29.2,0.0,,,SSW,65.0,ESE,17.0,63.0,1017.7,,27.1,No,Yes
2016-04-11,4,10.5,27.7,0.0,,,ESE,31.0,ESE,20.0,40.0,1015.6,,25.6,No,Yes
2016-07-08,4,11.2,16.5,1.4,,,S,20.0,NE,2.0,96.0,1018.7,,14.0,Yes,Yes
2017-03-21,4,22.3,27.2,0.0,,,WSW,33.0,,0.0,100.0,1012.5,,26.2,No,Yes
2017-03-30,4,21.3,22.8,0.2,,,SW,43.0,S,19.0,,1007.9,,18.3,No,Yes
2017-04-02,4,14.4,22.2,0.4,,,SSW,37.0,SSE,17.0,,1024.8,,21.4,No,Yes
2009-05-18,10,6.9,21.0,0.0,3.0,,,,NE,15.0,32.0,1017.3,7.0,19.2,No,Yes
2009-05-20,10,12.5,15.6,17.6,0.0,0.0,ESE,52.0,ESE,26.0,91.0,1014.9,8.0,13.2,Yes,Yes
2009-11-26,10,21.4,28.1,0.6,12.6,4.6,SW,44.0,W,17.0,65.0,1011.3,7.0,23.7,No,Yes
2010-02-03,10,22.7,29.9,0.0,13.2,0.8,E,56.0,NNW,24.0,87.0,1005.9,8.0,22.2,No,Yes
2010-03-03,10,15.8,30.4,0.0,8.0,6.3,E,39.0,E,20.0,30.0,1010.5,5.0,29.4,No,Yes
2010-03-29,10,23.3,32.4,0.0,8.4,2.0,SW,50.0,N,7.0,33.0,1014.2,8.0,29.9,No,Yes
2010-04-24,10,18.0,30.3,0.0,5.8,1.5,SW,46.0,WNW,20.0,30.0,1011.8,7.0,29.3,No,Yes
2010-05-24,10,12.4,16.7,0.4,3.8,0.1,NNE,37.0,ESE,11.0,96.0,1010.9,8.0,12.6,No,Yes
2010-06-01,10,8.3,18.7,0.2,0.4,4.3,NE,19.0,NNE,6.0,66.0,1016.9,7.0,16.9,No,Yes
2010-08-10,10,10.8,16.8,10.0,3.4,,NW,52.0,NNW,24.0,44.0,1010.0,2.0,15.8,Yes,Yes
2010-08-11,10,6.1,10.7,1.6,3.6,,W,50.0,WNW,17.0,88.0,1009.4,7.0,10.3,Yes,Yes
2010-09-01,10,10.9,26.7,0.0,3.8,,NNW,37.0,NW,17.0,40.0,1013.4,7.0,25.7,No,Yes
2010-09-03,10,13.3,20.8,2.4,6.4,,NNE,33.0,NE,17.0,71.0,1014.5,8.0,19.3,Yes,Yes
2010-10-14,10,14.5,26.8,15.2,0.6,,NE,35.0,NNE,13.0,52.0,1008.6,7.0,24.8,Yes,Yes
2010-11-21,10,17.3,29.9,0.0,8.6,,SSW,63.0,ENE,4.0,98.0,1017.9,7.0,18.5,No,Yes
2011-01-09,10,21.9,35.4,0.0,7.0,,ENE,65.0,SE,17.0,32.0,1006.4,6.0,33.5,No,Yes
2011-01-11,10,21.1,32.4,2.4,7.4,,N,50.0,NE,24.0,49.0,1001.9,5.0,29.7,Yes,Yes
2011-02-16,10,19.3,30.5,4.8,6.0,,ENE,48.0,NNW,9.0,62.0,1011.7,6.0,28.4,Yes,Yes
2011-11-21,10,13.8,21.6,2.6,2.0,,E,28.0,SW,11.0,63.0,1015.0,8.0,18.2,Yes,Yes
2012-02-29,10,21.5,33.3,27.2,5.6,,WNW,39.0,NW,11.0,42.0,1007.1,7.0,32.3,Yes,Yes
2012-03-02,10,19.6,27.6,19.2,1.8,,ESE,39.0,NW,9.0,80.0,1005.7,8.0,26.9,Yes,Yes
2012-10-10,10,10.1,25.8,0.0,8.0,,NW,52.0,WNW,13.0,18.0,1008.2,1.0,23.9,No,Yes
2013-03-02,10,13.7,25.4,0.2,2.6,,ESE,54.0,ESE,26.0,44.0,1013.4,7.0,25.4,No,Yes
2013-03-21,10,20.5,31.2,0.0,12.0,,NNE,56.0,SW,28.0,53.0,1011.0,7.0,25.0,No,Yes
2013-06-13,10,10.9,13.7,2.8,1.6,,WNW,35.0,W,20.0,72.0,1009.0,7.0,13.3,Yes,Yes
2013-06-26,10,4.4,18.4,0.0,2.2,,ESE,22.0,ESE,13.0,49.0,1018.8,6.0,17.8,No,Yes
2013-07-11,10,8.5,18.8,0.0,1.8,,E,24.0,NE,13.0,63.0,1028.8,7.0,17.2,No,Yes
2013-09-15,10,10.8,23.2,0.0,5.2,,NE,39.0,E,9.0,77.0,1014.8,8.0,17.2,No,Yes
2013-10-01,10,18.4,22.4,0.0,12.0,,WSW,57.0,SW,26.0,59.0,1011.5,7.0,18.3,No,Yes
2014-03-04,10,20.6,24.8,0.8,2.0,,ENE,33.0,NNE,9.0,93.0,1020.6,8.0,20.2,No,Yes
2014-05-02,10,8.0,18.5,0.0,4.2,,W,65.0,NW,17.0,39.0,1003.9,7.0,16.9,No,Yes
2014-09-01,10,10.5,25.4,0.0,4.6,,SW,50.0,NW,19.0,12.0,1011.6,7.0,24.7,No,Yes
2014-12-05,10,17.5,33.7,0.0,6.2,,SE,56.0,NNW,9.0,61.0,1004.2,7.0,32.0,No,Yes
2015-04-18,10,20.6,22.2,0.0,16.4,,NNE,44.0,NNW,11.0,90.0,1015.6,8.0,18.0,No,Yes
2015-06-16,10,12.3,17.5,20.0,0.6,,NNE,22.0,E,7.0,88.0,1014.2,7.0,17.4,Yes,Yes
2015-08-23,10,12.1,16.4,8.2,4.0,,WSW,41.0,E,11.0,97.0,1017.1,8.0,14.8,Yes,Yes
2015-09-03,10,7.3,15.9,4.4,4.8,,WSW,48.0,WSW,26.0,57.0,1014.0,6.0,15.0,Yes,Yes
2015-11-13,10,17.9,30.4,13.8,7.6,,SW,37.0,NW,13.0,43.0,1008.9,5.0,29.9,Yes,Yes
2016-06-08,10,7.8,16.9,0.0,2.0,,NE,35.0,NNE,20.0,57.0,1010.5,8.0,16.3,No,Yes
2016-07-05,10,6.3,10.2,1.2,,,W,43.0,W,20.0,82.0,1012.9,8.0,8.1,Yes,Yes
2016-09-13,10,9.0,19.0,0.0,3.0,,NE,39.0,NE,24.0,54.0,1014.4,6.0,18.8,No,Yes
2016-09-14,10,12.0,16.0,2.4,1.4,,W,37.0,NW,13.0,68.0,1011.6,8.0,15.2,Yes,Yes
2016-09-17,10,7.0,18.0,0.0,3.2,,NNE,35.0,N,13.0,56.0,1017.0,8.0,18.0,No,Yes
2016-09-24,10,7.2,21.9,0.2,,,NNW,30.0,NNW,17.0,,1008.5,4.0,20.6,No,Yes
2016-11-08,10,19.9,30.8,0.0,,,W,61.0,SSW,13.0,,1006.6,1.0,29.8,No,Yes
2016-11-09,10,15.3,28.0,9.0,,,WNW,46.0,NE,13.0,,1006.9,,26.3,Yes,Yes
2016-12-08,10,18.0,37.0,0.2,8.6,,W,87.0,WNW,24.0,,1000.1,,35.2,No,Yes
2017-04-21,10,17.8,25.9,0.0,,,NE,33.0,N,9.0,33.0,1021.5,8.0,25.5,No,Yes
2009-01-27,11,20.8,27.7,3.0,4.6,10.6,S,30.0,SSE,15.0,72.0,1017.8,3.0,26.5,Yes,Yes
2009-03-16,11,19.5,24.9,0.8,4.2,2.8,NNW,31.0,NNW,7.0,77.0,1008.6,7.0,21.2,No,Yes
2009-04-22,11,16.3,21.7,11.2,2.4,4.3,S,41.0,SSW,31.0,71.0,1017.4,7.0,20.4,Yes,Yes
2009-05-04,11,14.8,21.9,4.0,3.8,8.9,SW,31.0,S,15.0,53.0,1025.3,4.0,21.3,Yes,Yes
2009-05-10,11,11.2,22.5,0.0,3.2,9.1,SSW,52.0,S,37.0,69.0,1019.8,6.0,19.4,No,Yes
2009-05-24,11,17.5,21.5,3.6,2.6,0.7,SE,48.0,SE,20.0,60.0,1022.3,6.0,20.1,Yes,Yes
2009-06-22,11,16.0,19.0,71.2,,0.6,NE,56.0,ENE,9.0,80.0,1017.7,7.0,18.1,Yes,Yes
2009-07-07,11,9.1,17.3,0.0,1.4,4.7,S,41.0,SW,28.0,58.0,1020.1,7.0,16.0,No,Yes
2009-07-08,11,10.7,17.6,3.0,2.6,4.1,S,48.0,SW,17.0,89.0,1025.0,7.0,13.0,Yes,Yes
2009-10-03,11,18.2,31.1,1.4,5.8,10.3,S,63.0,S,44.0,63.0,1008.1,3.0,21.2,Yes,Yes
2009-10-05,11,13.3,20.9,14.8,3.4,5.7,NE,30.0,E,17.0,70.0,,6.0,19.8,Yes,Yes
2009-10-25,11,15.6,26.0,0.0,5.0,9.3,SSW,63.0,ENE,15.0,75.0,1011.7,6.0,23.4,No,Yes
2010-02-02,11,20.7,26.6,3.8,5.0,2.0,SSE,46.0,SW,17.0,89.0,1011.1,8.0,23.3,Yes,Yes
2010-02-18,11,19.8,26.2,0.0,8.0,8.9,S,52.0,S,39.0,54.0,1019.6,5.0,25.6,No,Yes
2010-02-23,11,21.3,31.1,0.0,7.4,10.8,SSW,48.0,NE,24.0,68.0,1011.1,5.0,29.8,No,Yes
2010-03-05,11,18.3,27.1,1.4,2.4,5.3,NE,41.0,NNE,22.0,73.0,1010.8,6.0,25.4,Yes,Yes
2010-04-03,11,17.9,25.5,0.4,6.0,10.7,S,52.0,SSE,24.0,48.0,1017.0,1.0,24.9,No,Yes
2010-05-17,11,11.5,20.3,0.0,2.4,0.5,S,35.0,NE,9.0,72.0,1015.1,7.0,18.1,No,Yes
2010-06-01,11,14.4,21.7,0.0,2.4,6.5,SW,43.0,S,28.0,53.0,1015.3,8.0,21.2,No,Yes
2010-09-28,11,16.6,25.3,0.0,3.8,8.3,SW,24.0,E,13.0,74.0,1011.0,6.0,23.2,No,Yes
2010-10-01,11,11.7,20.7,0.0,2.6,3.9,ESE,24.0,E,13.0,41.0,1026.0,7.0,19.5,No,Yes
2010-10-02,11,13.6,19.2,8.0,4.2,0.4,ENE,56.0,NE,17.0,94.0,1025.4,8.0,16.0,Yes,Yes
2010-10-09,11,14.7,19.6,7.4,1.2,0.4,SSE,35.0,SE,20.0,70.0,1023.4,8.0,19.0,Yes,Yes
2010-10-28,11,17.2,22.8,0.0,4.4,6.3,S,33.0,SSE,15.0,66.0,1017.5,1.0,22.0,No,Yes
2010-11-04,11,14.8,22.6,0.0,7.6,4.8,NE,41.0,NE,26.0,75.0,1015.9,8.0,20.2,No,Yes
2010-12-24,11,19.9,24.7,19.4,0.6,0.1,SE,46.0,SSE,31.0,82.0,1020.2,8.0,22.1,Yes,Yes
2010-12-25,11,19.5,24.4,40.4,10.0,0.0,SW,31.0,SSE,13.0,89.0,1013.2,8.0,23.3,Yes,Yes
2010-12-26,11,19.9,28.3,10.6,2.2,2.6,N,39.0,NNE,20.0,66.0,1004.1,7.0,27.3,Yes,Yes
2010-12-27,11,21.5,25.3,1.4,3.6,0.0,SSE,41.0,SSE,24.0,70.0,1002.8,7.0,24.6,Yes,Yes
2011-01-08,11,20.0,26.8,5.6,3.4,4.8,E,33.0,S,28.0,87.0,1009.4,8.0,23.3,Yes,Yes
2011-01-10,11,21.8,25.2,17.4,7.0,0.9,E,54.0,E,33.0,90.0,1010.3,8.0,23.7,Yes,Yes
2011-01-28,11,22.3,26.7,0.0,6.4,3.1,SSW,50.0,SSW,39.0,77.0,1016.5,8.0,23.1,No,Yes
2011-01-29,11,19.1,26.6,7.6,4.0,9.9,SSW,35.0,S,20.0,58.0,1019.6,2.0,25.7,Yes,Yes
2011-03-07,11,16.4,24.8,16.2,3.4,6.5,SW,31.0,SE,19.0,56.0,1020.7,4.0,23.8,Yes,Yes
2011-06-02,11,15.0,19.1,15.2,2.6,4.3,SSE,57.0,S,39.0,84.0,1018.1,7.0,17.1,Yes,Yes
2011-06-16,11,11.3,18.4,63.2,,6.2,SW,52.0,SW,28.0,58.0,1011.9,1.0,18.3,Yes,Yes
2011-06-29,11,12.8,18.4,7.4,0.8,1.7,SE,46.0,S,22.0,64.0,1032.0,7.0,17.5,Yes,Yes
2011-07-13,11,3.5,16.6,0.0,1.8,0.5,SW,15.0,W,9.0,73.0,1017.9,8.0,13.7,No,Yes
2012-01-31,11,23.2,30.8,0.2,2.0,5.5,NE,48.0,NE,26.0,73.0,1003.6,6.0,26.9,No,Yes
2012-03-02,11,19.9,25.5,0.0,7.2,4.5,S,48.0,S,33.0,77.0,1011.0,7.0,23.6,No,Yes
2012-03-03,11,19.0,22.8,20.8,4.8,0.9,SE,39.0,W,9.0,92.0,1017.0,8.0,21.0,Yes,Yes
2012-03-27,11,14.9,24.9,1.0,1.6,8.3,E,37.0,ESE,13.0,61.0,1021.5,3.0,24.2,No,Yes
2012-05-03,11,15.3,24.5,0.6,2.2,3.6,ENE,28.0,E,7.0,75.0,1016.7,7.0,21.4,No,Yes
2013-01-27,11,22.2,23.3,42.4,4.2,,NNE,61.0,NE,30.0,93.0,1007.0,8.0,23.1,Yes,Yes
2013-03-03,11,19.0,25.9,36.0,1.8,1.2,E,41.0,ESE,22.0,69.0,1015.6,8.0,24.6,Yes,Yes
2013-03-19,11,16.7,24.0,9.4,3.4,6.0,ESE,31.0,SE,17.0,56.0,1022.2,2.0,23.4,Yes,Yes
2013-03-31,11,19.9,27.0,0.0,4.8,3.0,NNW,35.0,NW,13.0,93.0,1010.3,8.0,21.4,No,Yes
2013-04-10,11,15.3,22.6,51.2,6.8,4.7,ESE,31.0,S,17.0,66.0,1021.7,2.0,21.3,Yes,Yes
2013-04-11,11,14.2,23.9,1.2,0.8,,SSW,26.0,SE,15.0,68.0,1022.4,2.0,22.7,Yes,Yes
2013-04-16,11,14.3,24.8,,1.0,6.9,S,39.0,SSE,26.0,72.0,1011.7,7.0,22.5,,Yes
2013-05-10,11,11.5,22.5,0.0,2.4,,S,37.0,S,24.0,62.0,1027.2,3.0,21.5,No,Yes
