id,ans
533,0
534,1
535,1
536,1
537,0
538,1
539,1
540,0
541,0
542,1
543,0
544,0
545,1
546,1
547,1
548,1
549,0
550,1
551,0
552,0
553,0
554,0
555,0
556,0
557,1
558,0
559,0
560,0
561,0
562,1
563,1
564,0
565,1
566,0
567,0
568,0
569,0
570,0
571,0
572,1
573,0
574,0
575,0
576,1
577,1
578,0
579,0
580,0
581,1
582,0
583,0
584,1
585,0
586,1
587,1
588,0
589,0
590,1
591,0
592,1
593,0
594,0
595,1
596,0
597,0
598,0
599,0
600,1
601,0
602,0
603,0
604,0
605,1
606,0
607,1
608,0
609,0
610,1
611,1
612,0
613,1
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,1
623,1
624,0
625,0
626,0
627,1
628,0
629,0
630,0
631,1
632,0
633,1
634,1
635,0
636,0
637,1
638,0
639,1
640,0
641,0
642,0
643,1
644,0
645,0
646,0
647,1
648,0
649,0
650,1
651,1
652,0
653,1
654,1
655,0
656,1
657,1
658,0
659,0
660,1
661,0
662,0
663,0
664,1
665,0
666,1
667,1
668,1
669,0
670,0
671,0
672,0
673,0
674,1
675,0
676,0
677,0
678,0
679,0
680,1
681,0
682,1
683,1
684,1
685,0
686,0
687,1
688,1
689,1
690,0
691,0
692,1
693,0
694,1
695,0
696,1
697,1
698,0
699,1
700,1
701,1
702,0
703,0
704,0
705,0
706,0
707,1
708,0
709,1
710,1
711,0
712,1
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,1
722,1
723,1
724,1
725,1
726,0
727,0
728,0
729,0
730,1
731,0
732,1
733,0
734,0
735,0
736,0
737,0
738,0
739,1
740,1
741,0
742,1
743,0
744,0
745,0
746,0
747,0
748,0
749,1
750,1
751,0
752,1
753,0
754,1
755,0
756,1
757,1
758,0
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,0
772,1
773,1
774,1
775,0
776,1
777,1
778,1
779,1
780,0
781,1
782,1
783,1
784,1
785,0
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,0
803,1
804,0
805,0
